contract,gm1%,spc2014,spc2016,spc-new
NCL2014-549,24.93,6771.58,5658.21,6365.49
NCL2014-549,24.99,6802.84,5663.21,6371.12
contract,gm1%,spc2014,spc2016,spc-new
NCL2014-541,5.09,0.00,473.74,947.48
NCL2014-541,5.19,0.00,474.27,948.54
NCL2014-541,5.30,0.00,474.80,949.60
NCL2014-541,5.40,0.00,475.33,950.66
NCL2014-541,5.51,0.00,475.86,951.72
NCL2014-541,5.61,0.00,476.39,952.78
NCL2014-541,5.72,0.00,476.92,953.84
NCL2014-541,5.82,0.00,477.45,954.90
NCL2014-541,5.93,0.00,477.98,955.96
NCL2014-541,6.03,0.00,478.51,957.02
NCL2014-541,6.14,0.00,479.04,958.08
NCL2014-541,6.24,0.00,479.57,959.14
NCL2014-541,6.34,0.00,480.10,960.20
NCL2014-541,6.45,0.00,480.63,961.26
NCL2014-541,6.55,0.00,481.16,962.32
NCL2014-541,6.65,0.00,481.69,963.38
NCL2014-541,6.76,0.00,482.22,964.44
NCL2014-541,6.86,0.00,482.75,965.50
NCL2014-541,6.96,0.00,483.28,966.56
NCL2014-541,7.06,0.00,483.81,967.62
NCL2014-541,7.16,0.00,484.34,968.68
NCL2014-541,7.27,0.00,484.87,969.74
NCL2014-541,7.37,0.00,485.40,970.80
NCL2014-541,7.47,0.00,485.93,971.85
NCL2014-541,7.57,0.00,486.46,972.91
NCL2014-541,7.67,0.00,486.99,973.97
NCL2014-541,7.77,0.00,487.52,975.03
NCL2014-541,7.87,0.00,488.05,976.09
NCL2014-541,7.97,0.00,488.58,977.15
NCL2014-541,8.07,0.00,978.21,1467.32
NCL2014-541,8.17,0.00,979.27,1468.91
NCL2014-541,8.27,0.00,980.33,1470.50
NCL2014-541,8.37,0.00,981.39,1472.09
NCL2014-541,8.47,0.00,982.45,1473.68
NCL2014-541,8.56,0.00,983.51,1475.27
NCL2014-541,8.66,0.00,984.57,1476.86
NCL2014-541,8.76,0.00,985.63,1478.45
NCL2014-541,8.86,0.00,986.69,1480.04
NCL2014-541,8.96,0.00,987.75,1481.63
NCL2014-541,9.05,0.00,988.81,1483.22
NCL2014-541,9.15,0.00,989.87,1484.81
NCL2014-541,9.25,0.00,990.93,1486.40
NCL2014-541,9.35,0.00,991.99,1487.99
NCL2014-541,9.44,0.00,993.05,1489.58
NCL2014-541,9.54,0.00,994.11,1491.17
NCL2014-541,9.64,0.00,995.17,1492.76
NCL2014-541,9.73,0.00,996.23,1494.35
NCL2014-541,9.83,0.00,997.29,1495.94
NCL2014-541,9.92,0.00,998.35,1497.53
NCL2014-541,10.02,0.00,1499.12,1998.82
NCL2014-541,10.11,0.00,1500.71,2000.94
NCL2014-541,10.21,0.00,1502.29,2003.06
NCL2014-541,10.30,615.99,1503.88,2005.18
NCL2014-541,10.40,637.19,1505.47,2007.30
NCL2014-541,10.49,658.39,1507.06,2009.42
NCL2014-541,10.59,679.58,1508.65,2011.54
NCL2014-541,10.68,700.78,1510.24,2013.66
NCL2014-541,10.78,721.98,1511.83,2015.78
NCL2014-541,10.87,743.17,1513.42,2017.90
NCL2014-541,10.96,764.37,1515.01,2020.02
NCL2014-541,11.06,785.57,1516.60,2022.14
NCL2014-541,11.15,806.76,1518.19,2024.26
NCL2014-541,11.24,827.96,1519.78,2026.38
NCL2014-541,11.34,849.15,1521.37,2028.50
NCL2014-541,11.43,870.35,1522.96,2030.62
NCL2014-541,11.52,891.55,1524.55,2032.73
NCL2014-541,11.61,912.74,1526.14,2034.85
NCL2014-541,11.70,933.94,1527.73,2036.97
NCL2014-541,11.80,955.14,1529.32,2039.09
NCL2014-541,11.89,976.33,1530.91,2041.21
NCL2014-541,11.98,997.53,1532.50,2043.33
NCL2014-541,12.07,1018.73,1534.09,2045.45
NCL2014-541,12.16,1039.92,1535.68,2047.57
NCL2014-541,12.25,1061.12,1537.27,2049.69
NCL2014-541,12.34,1082.32,1538.86,2051.81
NCL2014-541,12.43,1103.51,1540.45,2053.93
NCL2014-541,12.52,1124.71,1542.04,2056.05
NCL2014-541,12.61,1145.90,1543.63,2058.17
NCL2014-541,12.70,1167.10,1545.22,2060.29
NCL2014-541,12.79,1188.30,1546.81,2062.41
NCL2014-541,12.88,1209.49,1548.40,2064.53
NCL2014-541,12.97,1230.69,1549.99,2066.65
NCL2014-541,13.06,1251.89,1551.58,2068.77
NCL2014-541,13.15,1273.08,1553.17,2070.89
NCL2014-541,13.24,1294.28,1554.76,2073.01
NCL2014-541,13.33,1315.48,1556.35,2075.13
NCL2014-541,13.42,1336.67,1557.94,2077.25
NCL2014-541,13.50,1357.87,1559.53,2079.37
NCL2014-541,13.59,1379.06,1561.11,2081.49
NCL2014-541,13.68,1400.26,1562.70,2083.61
NCL2014-541,13.77,1421.46,1564.29,2085.73
NCL2014-541,13.86,1442.65,1565.88,2087.85
NCL2014-541,13.94,1463.85,1567.47,2089.97
NCL2014-541,14.03,1485.05,1569.06,2092.08
NCL2014-541,14.12,1506.24,1570.65,2094.20
NCL2014-541,14.20,1527.44,1572.24,2096.32
NCL2014-541,14.29,1548.64,1573.83,2098.44
NCL2014-541,14.38,1569.83,1575.42,2100.56
NCL2014-541,14.46,1591.03,1577.01,2102.68
NCL2014-541,14.55,1612.23,1578.60,2104.80
NCL2014-541,14.64,1633.42,1580.19,2106.92
NCL2014-541,14.72,1654.62,1581.78,2109.04
NCL2014-541,14.81,1675.81,1583.37,2111.16
NCL2014-541,14.89,1697.01,1584.96,2113.28
NCL2014-541,14.98,1718.21,1586.55,2115.40
NCL2014-541,15.06,1739.40,2646.90,3176.28
NCL2014-541,15.15,1760.60,2649.55,3179.46
NCL2014-541,15.23,1781.80,2652.20,3182.64
NCL2014-541,15.32,1802.99,2654.85,3185.82
NCL2014-541,15.40,1824.19,2657.50,3189.00
NCL2014-541,15.49,1845.39,2660.15,3192.18
NCL2014-541,15.57,1866.58,2662.80,3195.36
NCL2014-541,15.65,1887.78,2665.45,3198.54
NCL2014-541,15.74,1908.97,2668.10,3201.72
NCL2014-541,15.82,1930.17,2670.75,3204.90
NCL2014-541,15.90,1951.37,2673.40,3208.08
NCL2014-541,15.99,1972.56,2676.05,3211.25
NCL2014-541,16.07,1993.76,2678.70,3214.43
NCL2014-541,16.15,2014.96,2681.34,3217.61
NCL2014-541,16.24,2036.15,2683.99,3220.79
NCL2014-541,16.32,2057.35,2686.64,3223.97
NCL2014-541,16.40,2078.55,2689.29,3227.15
NCL2014-541,16.48,2099.74,2691.94,3230.33
NCL2014-541,16.57,2120.94,2694.59,3233.51
NCL2014-541,16.65,2142.14,2697.24,3236.69
NCL2014-541,16.73,2704.16,2699.89,3239.87
NCL2014-541,16.81,2730.66,2702.54,3243.05
NCL2014-541,16.89,2757.16,2705.19,3246.23
NCL2014-541,16.97,2783.65,2707.84,3249.41
NCL2014-541,17.06,2810.15,2710.49,3252.59
NCL2014-541,17.14,2836.64,2713.14,3255.77
NCL2014-541,17.22,2863.14,2715.79,3258.95
NCL2014-541,17.30,2889.63,2718.44,3262.13
NCL2014-541,17.38,2916.13,2721.09,3265.31
NCL2014-541,17.46,2942.62,2723.74,3268.48
NCL2014-541,17.54,2969.12,2726.39,3271.66
NCL2014-541,17.62,2995.62,2729.04,3274.84
NCL2014-541,17.70,3022.11,2731.69,3278.02
NCL2014-541,17.78,3048.61,2734.34,3281.20
NCL2014-541,17.86,3075.10,2736.99,3284.38
NCL2014-541,17.94,3101.60,2739.63,3287.56
NCL2014-541,18.02,3128.09,2742.28,3290.74
NCL2014-541,18.10,3154.59,2744.93,3293.92
NCL2014-541,18.18,3181.08,2747.58,3297.10
NCL2014-541,18.25,3207.58,2750.23,3300.28
NCL2014-541,18.33,3234.07,2752.88,3303.46
NCL2014-541,18.41,3260.57,2755.53,3306.64
NCL2014-541,18.49,3287.07,2758.18,3309.82
NCL2014-541,18.57,3313.56,2760.83,3313.00
NCL2014-541,18.65,3340.06,2763.48,3316.18
NCL2014-541,18.72,3366.55,2766.13,3319.36
NCL2014-541,18.80,3393.05,2768.78,3322.54
NCL2014-541,18.88,3419.54,2771.43,3325.72
NCL2014-541,18.96,3446.04,2774.08,3328.89
NCL2014-541,19.03,3472.53,2776.73,3332.07
NCL2014-541,19.11,3499.03,2779.38,3335.25
NCL2014-541,19.19,3525.53,2782.03,3338.43
NCL2014-541,19.27,3552.02,2784.68,3341.61
NCL2014-541,19.34,3578.52,2787.33,3344.79
NCL2014-541,19.42,3605.01,2789.98,3347.97
NCL2014-541,19.50,3631.51,2792.63,3351.15
NCL2014-541,19.57,3658.00,2795.28,3354.33
NCL2014-541,19.65,3684.50,2797.92,3357.51
NCL2014-541,19.72,3710.99,2800.57,3360.69
NCL2014-541,19.80,3737.49,2803.22,3363.87
NCL2014-541,19.88,3763.98,2805.87,3367.05
NCL2014-541,19.95,3790.48,2808.52,3370.23
NCL2014-541,20.03,3816.98,4497.88,5060.11
NCL2014-541,20.10,3843.47,4502.12,5064.88
NCL2014-541,20.18,3869.97,4506.35,5069.65
NCL2014-541,20.25,3896.46,4510.59,5074.42
NCL2014-541,20.33,3922.96,4514.83,5079.19
NCL2014-541,20.40,3949.45,4519.07,5083.96
NCL2014-541,20.48,3975.95,4523.31,5088.73
NCL2014-541,20.55,4002.44,4527.55,5093.49
NCL2014-541,20.62,4028.94,4531.79,5098.26
NCL2014-541,20.70,4055.44,4536.03,5103.03
NCL2014-541,20.77,4081.93,4540.27,5107.80
NCL2014-541,20.85,4108.43,4544.51,5112.57
NCL2014-541,20.92,4134.92,4548.75,5117.34
NCL2014-541,20.99,4161.42,4552.99,5122.11
NCL2014-541,21.07,4187.91,4557.23,5126.88
NCL2014-541,21.14,4214.41,4561.47,5131.65
NCL2014-541,21.21,4240.90,4565.70,5136.42
NCL2014-541,21.29,4267.40,4569.94,5141.19
NCL2014-541,21.36,4293.89,4574.18,5145.96
NCL2014-541,21.43,4320.39,4578.42,5150.73
NCL2014-541,21.51,4346.89,4582.66,5155.49
NCL2014-541,21.58,4373.38,4586.90,5160.26
NCL2014-541,21.65,4399.88,4591.14,5165.03
NCL2014-541,21.72,4426.37,4595.38,5169.80
NCL2014-541,21.80,4452.87,4599.62,5174.57
NCL2014-541,21.87,4479.36,4603.86,5179.34
NCL2014-541,21.94,4505.86,4608.10,5184.11
NCL2014-541,22.01,4532.35,4612.34,5188.88
NCL2014-541,22.08,4558.85,4616.58,5193.65
NCL2014-541,22.15,4585.35,4620.82,5198.42
NCL2014-541,22.23,4611.84,4625.05,5203.19
NCL2014-541,22.30,4638.34,4629.29,5207.96
NCL2014-541,22.37,4664.83,4633.53,5212.72
NCL2014-541,22.44,4691.33,4637.77,5217.49
NCL2014-541,22.51,4717.82,4642.01,5222.26
NCL2014-541,22.58,4744.32,4646.25,5227.03
NCL2014-541,22.65,4770.81,4650.49,5231.80
NCL2014-541,22.72,4797.31,4654.73,5236.57
NCL2014-541,22.79,4823.80,4658.97,5241.34
NCL2014-541,22.86,4850.30,4663.21,5246.11
NCL2014-541,22.93,4876.80,4667.45,5250.88
NCL2014-541,23.00,4903.29,4671.69,5255.65
NCL2014-541,23.07,4929.79,4675.93,5260.42
NCL2014-541,23.14,4956.28,4680.17,5265.19
NCL2014-541,23.21,4982.78,4684.40,5269.95
NCL2014-541,23.28,5009.27,4688.64,5274.72
NCL2014-541,23.35,5035.77,4692.88,5279.49
NCL2014-541,23.42,5062.26,4697.12,5284.26
NCL2014-541,23.49,5088.76,4701.36,5289.03
NCL2014-541,23.56,5115.26,4705.60,5293.80
NCL2014-541,23.63,5141.75,4709.84,5298.57
NCL2014-541,23.69,5168.25,4714.08,5303.34
NCL2014-541,23.76,5194.74,4718.32,5308.11
NCL2014-541,23.83,5221.24,4722.56,5312.88
NCL2014-541,23.90,5247.73,4726.80,5317.65
NCL2014-541,23.97,5274.23,4731.04,5322.42
NCL2014-541,24.04,5300.72,4735.28,5327.19
NCL2014-541,24.10,5327.22,4739.52,5331.95
NCL2014-541,24.17,5353.71,4743.75,5336.72
NCL2014-541,24.24,5380.21,4747.99,5341.49
NCL2014-541,24.31,5406.71,4752.23,5346.26
NCL2014-541,24.37,5433.20,4756.47,5351.03
NCL2014-541,24.44,5459.70,4760.71,5355.80
NCL2014-541,24.51,5486.19,4764.95,5360.57
NCL2014-541,24.58,5512.69,4769.19,5365.34
NCL2014-541,24.64,5539.18,4773.43,5370.11
NCL2014-541,24.71,5565.68,4777.67,5374.88
NCL2014-541,24.78,5592.17,4781.91,5379.65
NCL2014-541,24.84,5618.67,4786.15,5384.42
NCL2014-541,24.91,5645.17,4790.39,5389.18
NCL2014-541,24.98,5671.66,4794.63,5393.95
contract,gm1%,spc2014,spc2016,spc-new
NCL2015-0357,5.10,0.00,2041.02,4082.04
NCL2015-0357,5.20,0.00,2043.31,4086.62
NCL2015-0357,5.31,0.00,2045.60,4091.19
NCL2015-0357,5.41,0.00,2047.89,4095.77
NCL2015-0357,5.52,0.00,2050.17,4100.35
NCL2015-0357,5.63,0.00,2052.46,4104.92
NCL2015-0357,5.73,0.00,2054.75,4109.50
NCL2015-0357,5.84,0.00,2057.04,4114.08
NCL2015-0357,5.94,0.00,2059.33,4118.65
NCL2015-0357,6.04,0.00,2061.61,4123.23
NCL2015-0357,6.15,0.00,2063.90,4127.80
NCL2015-0357,6.25,0.00,2066.19,4132.38
NCL2015-0357,6.36,0.00,2068.48,4136.96
NCL2015-0357,6.46,0.00,2070.77,4141.53
NCL2015-0357,6.56,0.00,2073.05,4146.11
NCL2015-0357,6.67,0.00,2075.34,4150.69
NCL2015-0357,6.77,0.00,2077.63,4155.26
NCL2015-0357,6.87,0.00,2079.92,4159.84
NCL2015-0357,6.97,0.00,2082.21,4164.41
NCL2015-0357,7.08,0.00,2084.50,4168.99
NCL2015-0357,7.18,0.00,2086.78,4173.57
NCL2015-0357,7.28,0.00,2089.07,4178.14
NCL2015-0357,7.38,0.00,2091.36,4182.72
NCL2015-0357,7.48,0.00,2093.65,4187.30
NCL2015-0357,7.58,0.00,2095.94,4191.87
NCL2015-0357,7.68,0.00,2098.22,4196.45
NCL2015-0357,7.78,0.00,2100.51,4201.03
NCL2015-0357,7.88,0.00,2102.80,4205.60
NCL2015-0357,7.98,0.00,2105.09,4210.18
NCL2015-0357,8.08,0.00,4214.75,6322.13
NCL2015-0357,8.18,0.00,4219.33,6329.00
NCL2015-0357,8.28,0.00,4223.91,6335.86
NCL2015-0357,8.38,0.00,4228.48,6342.72
NCL2015-0357,8.48,0.00,4233.06,6349.59
NCL2015-0357,8.58,0.00,4237.64,6356.45
NCL2015-0357,8.68,0.00,4242.21,6363.32
NCL2015-0357,8.78,0.00,4246.79,6370.18
NCL2015-0357,8.88,0.00,4251.36,6377.05
NCL2015-0357,8.97,0.00,4255.94,6383.91
NCL2015-0357,9.07,0.00,4260.52,6390.78
NCL2015-0357,9.17,0.00,4265.09,6397.64
NCL2015-0357,9.27,0.00,4269.67,6404.50
NCL2015-0357,9.36,0.00,4274.25,6411.37
NCL2015-0357,9.46,0.00,4278.82,6418.23
NCL2015-0357,9.56,0.00,4283.40,6425.10
NCL2015-0357,9.65,0.00,4287.97,6431.96
NCL2015-0357,9.75,0.00,4292.55,6438.83
NCL2015-0357,9.85,0.00,4297.13,6445.69
NCL2015-0357,9.94,0.00,4301.70,6452.55
NCL2015-0357,10.04,0.00,6459.42,8612.56
NCL2015-0357,10.13,0.00,6466.28,8621.71
NCL2015-0357,10.23,0.00,6473.15,8630.86
NCL2015-0357,10.32,0.00,6480.01,8640.02
NCL2015-0357,10.42,0.00,6486.88,8649.17
NCL2015-0357,10.51,0.00,6493.74,8658.32
NCL2015-0357,10.61,0.00,6500.61,8667.47
NCL2015-0357,10.70,0.00,6507.47,8676.63
NCL2015-0357,10.80,0.00,6514.33,8685.78
NCL2015-0357,10.89,0.00,6521.20,8694.93
NCL2015-0357,10.98,0.00,6528.06,8704.08
NCL2015-0357,11.08,0.00,6534.93,8713.24
NCL2015-0357,11.17,0.00,6541.79,8722.39
NCL2015-0357,11.26,0.00,6548.66,8731.54
NCL2015-0357,11.36,0.00,6555.52,8740.69
NCL2015-0357,11.45,0.00,6562.39,8749.85
NCL2015-0357,11.54,0.00,6569.25,8759.00
NCL2015-0357,11.63,0.00,6576.11,8768.15
NCL2015-0357,11.73,0.00,6582.98,8777.31
NCL2015-0357,11.82,0.00,6589.84,8786.46
NCL2015-0357,11.91,0.00,6596.71,8795.61
NCL2015-0357,12.00,0.00,6603.57,8804.76
NCL2015-0357,12.09,0.00,6610.44,8813.92
NCL2015-0357,12.18,0.00,6617.30,8823.07
NCL2015-0357,12.28,0.00,6624.17,8832.22
NCL2015-0357,12.37,0.00,6631.03,8841.37
NCL2015-0357,12.46,0.00,6637.89,8850.53
NCL2015-0357,12.55,0.00,6644.76,8859.68
NCL2015-0357,12.64,0.00,6651.62,8868.83
NCL2015-0357,12.73,0.00,6658.49,8877.98
NCL2015-0357,12.82,0.00,6665.35,8887.14
NCL2015-0357,12.91,0.00,6672.22,8896.29
NCL2015-0357,13.00,0.00,6679.08,8905.44
NCL2015-0357,13.09,0.00,6685.95,8914.59
NCL2015-0357,13.18,0.00,6692.81,8923.75
NCL2015-0357,13.26,0.00,6699.67,8932.90
NCL2015-0357,13.35,0.00,6706.54,8942.05
NCL2015-0357,13.44,0.00,6713.40,8951.20
NCL2015-0357,13.53,0.00,6720.27,8960.36
NCL2015-0357,13.62,0.00,6727.13,8969.51
NCL2015-0357,13.71,0.00,6734.00,8978.66
NCL2015-0357,13.79,0.00,6740.86,8987.81
NCL2015-0357,13.88,0.00,6747.72,8996.97
NCL2015-0357,13.97,2705.99,6754.59,9006.12
NCL2015-0357,14.06,2797.52,6761.45,9015.27
NCL2015-0357,14.14,2889.04,6768.32,9024.42
NCL2015-0357,14.23,2980.57,6775.18,9033.58
NCL2015-0357,14.32,3072.09,6782.05,9042.73
NCL2015-0357,14.40,3163.62,6788.91,9051.88
NCL2015-0357,14.49,3255.14,6795.78,9061.03
NCL2015-0357,14.58,3346.67,6802.64,9070.19
NCL2015-0357,14.66,3438.20,6809.50,9079.34
NCL2015-0357,14.75,3529.72,6816.37,9088.49
NCL2015-0357,14.84,3621.25,6823.23,9097.64
NCL2015-0357,14.92,3712.77,6830.10,9106.80
NCL2015-0357,15.01,3804.30,11394.94,13673.92
NCL2015-0357,15.09,3895.82,11406.38,13687.65
NCL2015-0357,15.18,3987.35,11417.82,13701.38
NCL2015-0357,15.26,4078.87,11429.26,13715.11
NCL2015-0357,15.35,4170.40,11440.70,13728.84
NCL2015-0357,15.43,4261.93,11452.14,13742.57
NCL2015-0357,15.52,4353.45,11463.58,13756.30
NCL2015-0357,15.60,4444.98,11475.02,13770.03
NCL2015-0357,15.68,4536.50,11486.46,13783.76
NCL2015-0357,15.77,4628.03,11497.90,13797.48
NCL2015-0357,15.85,4719.55,11509.34,13811.21
NCL2015-0357,15.93,4811.08,11520.78,13824.94
NCL2015-0357,16.02,4902.60,11532.23,13838.67
NCL2015-0357,16.10,4994.13,11543.67,13852.40
NCL2015-0357,16.18,5085.66,11555.11,13866.13
NCL2015-0357,16.27,5177.18,11566.55,13879.86
NCL2015-0357,16.35,5268.71,11577.99,13893.59
NCL2015-0357,16.43,5360.23,11589.43,13907.31
NCL2015-0357,16.51,5451.76,11600.87,13921.04
NCL2015-0357,16.60,5543.28,11612.31,13934.77
NCL2015-0357,16.68,5634.81,11623.75,13948.50
NCL2015-0357,16.76,5726.34,11635.19,13962.23
NCL2015-0357,16.84,5817.86,11646.63,13975.96
NCL2015-0357,16.92,5909.39,11658.07,13989.69
NCL2015-0357,17.01,6000.91,11669.51,14003.42
NCL2015-0357,17.09,6092.44,11680.95,14017.15
NCL2015-0357,17.17,6183.96,11692.40,14030.87
NCL2015-0357,17.25,6275.49,11703.84,14044.60
NCL2015-0357,17.33,6367.01,11715.28,14058.33
NCL2015-0357,17.41,6458.54,11726.72,14072.06
NCL2015-0357,17.49,6550.07,11738.16,14085.79
NCL2015-0357,17.57,6641.59,11749.60,14099.52
NCL2015-0357,17.65,6733.12,11761.04,14113.25
NCL2015-0357,17.73,6824.64,11772.48,14126.98
NCL2015-0357,17.81,6916.17,11783.92,14140.71
NCL2015-0357,17.89,7007.69,11795.36,14154.43
NCL2015-0357,17.97,7099.22,11806.80,14168.16
NCL2015-0357,18.05,7190.74,11818.24,14181.89
NCL2015-0357,18.13,7282.27,11829.68,14195.62
NCL2015-0357,18.21,7373.80,11841.12,14209.35
NCL2015-0357,18.29,7465.32,11852.57,14223.08
NCL2015-0357,18.37,7556.85,11864.01,14236.81
NCL2015-0357,18.45,7648.37,11875.45,14250.54
NCL2015-0357,18.52,7739.90,11886.89,14264.26
NCL2015-0357,18.60,7831.42,11898.33,14277.99
NCL2015-0357,18.68,7922.95,11909.77,14291.72
NCL2015-0357,18.76,8014.48,11921.21,14305.45
NCL2015-0357,18.84,8106.00,11932.65,14319.18
NCL2015-0357,18.91,8197.53,11944.09,14332.91
NCL2015-0357,18.99,8289.05,11955.53,14346.64
NCL2015-0357,19.07,8380.58,11966.97,14360.37
NCL2015-0357,19.15,8472.10,11978.41,14374.10
NCL2015-0357,19.22,8563.63,11989.85,14387.82
NCL2015-0357,19.30,8655.15,12001.29,14401.55
NCL2015-0357,19.38,8746.68,12012.74,14415.28
NCL2015-0357,19.45,8838.21,12024.18,14429.01
NCL2015-0357,19.53,8929.73,12035.62,14442.74
NCL2015-0357,19.61,9021.26,12047.06,14456.47
NCL2015-0357,19.68,9112.78,12058.50,14470.20
NCL2015-0357,19.76,9204.31,12069.94,14483.93
NCL2015-0357,19.84,9295.83,12081.38,14497.66
NCL2015-0357,19.91,9387.36,12092.82,14511.38
NCL2015-0357,19.99,9478.88,12104.26,14525.11
NCL2015-0357,20.06,9570.41,19385.12,21808.26
NCL2015-0357,20.14,9661.94,19403.43,21828.86
NCL2015-0357,20.21,12191.83,19421.73,21849.45
NCL2015-0357,20.29,12306.23,19440.04,21870.04
NCL2015-0357,20.36,12420.64,19458.34,21890.64
NCL2015-0357,20.44,12535.05,19476.65,21911.23
NCL2015-0357,20.51,12649.46,19494.95,21931.82
NCL2015-0357,20.59,12763.86,19513.26,21952.42
NCL2015-0357,20.66,12878.27,19531.56,21973.01
NCL2015-0357,20.74,12992.68,19549.87,21993.60
NCL2015-0357,20.81,13107.08,19568.17,22014.19
NCL2015-0357,20.88,13221.49,19586.48,22034.79
NCL2015-0357,20.96,13335.90,19604.78,22055.38
NCL2015-0357,21.03,13450.30,19623.09,22075.97
NCL2015-0357,21.11,13564.71,19641.39,22096.57
NCL2015-0357,21.18,13679.12,19659.70,22117.16
NCL2015-0357,21.25,13793.52,19678.00,22137.75
NCL2015-0357,21.33,13907.93,19696.31,22158.35
NCL2015-0357,21.40,14022.34,19714.61,22178.94
NCL2015-0357,21.47,14136.75,19732.92,22199.53
NCL2015-0357,21.54,14251.15,19751.22,22220.13
NCL2015-0357,21.62,14365.56,19769.53,22240.72
NCL2015-0357,21.69,14479.97,19787.83,22261.31
NCL2015-0357,21.76,14594.37,19806.14,22281.91
NCL2015-0357,21.83,14708.78,19824.44,22302.50
NCL2015-0357,21.91,14823.19,19842.75,22323.09
NCL2015-0357,21.98,14937.60,19861.06,22343.69
NCL2015-0357,22.05,15052.00,19879.36,22364.28
NCL2015-0357,22.12,15166.41,19897.67,22384.87
NCL2015-0357,22.19,15280.82,19915.97,22405.47
NCL2015-0357,22.26,15395.22,19934.28,22426.06
NCL2015-0357,22.34,15509.63,19952.58,22446.65
NCL2015-0357,22.41,15624.04,19970.89,22467.25
NCL2015-0357,22.48,15738.44,19989.19,22487.84
NCL2015-0357,22.55,15852.85,20007.50,22508.43
NCL2015-0357,22.62,15967.26,20025.80,22529.03
NCL2015-0357,22.69,16081.66,20044.11,22549.62
NCL2015-0357,22.76,16196.07,20062.41,22570.21
NCL2015-0357,22.83,16310.48,20080.72,22590.81
NCL2015-0357,22.90,16424.89,20099.02,22611.40
NCL2015-0357,22.97,16539.29,20117.33,22631.99
NCL2015-0357,23.04,16653.70,20135.63,22652.59
NCL2015-0357,23.11,16768.11,20153.94,22673.18
NCL2015-0357,23.18,16882.51,20172.24,22693.77
NCL2015-0357,23.25,16996.92,20190.55,22714.37
NCL2015-0357,23.32,17111.33,20208.85,22734.96
NCL2015-0357,23.39,17225.74,20227.16,22755.55
NCL2015-0357,23.46,17340.14,20245.46,22776.15
NCL2015-0357,23.53,17454.55,20263.77,22796.74
NCL2015-0357,23.60,17568.96,20282.07,22817.33
NCL2015-0357,23.67,17683.36,20300.38,22837.93
NCL2015-0357,23.74,17797.77,20318.68,22858.52
NCL2015-0357,23.80,17912.18,20336.99,22879.11
NCL2015-0357,23.87,18026.58,20355.29,22899.71
NCL2015-0357,23.94,18140.99,20373.60,22920.30
NCL2015-0357,24.01,18255.40,20391.90,22940.89
NCL2015-0357,24.08,18369.80,20410.21,22961.48
NCL2015-0357,24.15,18484.21,20428.51,22982.08
NCL2015-0357,24.21,18598.62,20446.82,23002.67
NCL2015-0357,24.28,18713.03,20465.12,23023.26
NCL2015-0357,24.35,18827.43,20483.43,23043.86
NCL2015-0357,24.42,18941.84,20501.73,23064.45
NCL2015-0357,24.48,19056.25,20520.04,23085.04
NCL2015-0357,24.55,19170.65,20538.34,23105.64
NCL2015-0357,24.62,19285.06,20556.65,23126.23
NCL2015-0357,24.69,19399.47,20574.95,23146.82
NCL2015-0357,24.75,19513.88,20593.26,23167.42
NCL2015-0357,24.82,19628.28,20611.57,23188.01
NCL2015-0357,24.89,19742.69,20629.87,23208.60
NCL2015-0357,24.95,19857.10,20648.18,23229.20
contract,gm1%,spc2014,spc2016,spc-new
NCL2014-473,5.03,0.00,595.47,1190.93
NCL2014-473,5.13,0.00,596.14,1192.27
NCL2014-473,5.24,0.00,596.81,1193.61
NCL2014-473,5.35,0.00,597.47,1194.95
NCL2014-473,5.45,0.00,598.14,1196.29
NCL2014-473,5.56,0.00,598.81,1197.63
NCL2014-473,5.66,0.00,599.48,1198.97
NCL2014-473,5.77,0.00,600.15,1200.31
NCL2014-473,5.88,0.00,600.82,1201.65
NCL2014-473,5.98,0.00,601.49,1202.99
NCL2014-473,6.08,0.00,602.16,1204.33
NCL2014-473,6.19,0.00,602.83,1205.67
NCL2014-473,6.29,0.00,603.50,1207.01
NCL2014-473,6.40,0.00,604.17,1208.35
NCL2014-473,6.50,0.00,604.84,1209.69
NCL2014-473,6.60,0.00,605.51,1211.03
NCL2014-473,6.71,0.00,606.18,1212.37
NCL2014-473,6.81,0.00,606.85,1213.70
NCL2014-473,6.91,0.00,607.52,1215.04
NCL2014-473,7.02,0.00,608.19,1216.38
NCL2014-473,7.12,0.00,608.86,1217.72
NCL2014-473,7.22,0.00,609.53,1219.06
NCL2014-473,7.32,0.00,610.20,1220.40
NCL2014-473,7.42,0.00,610.87,1221.74
NCL2014-473,7.52,0.00,611.54,1223.08
NCL2014-473,7.63,0.00,612.21,1224.42
NCL2014-473,7.73,0.00,612.88,1225.76
NCL2014-473,7.83,0.00,613.55,1227.10
NCL2014-473,7.93,0.00,614.22,1228.44
NCL2014-473,8.03,0.00,1229.78,1844.67
NCL2014-473,8.13,0.00,1231.12,1846.68
NCL2014-473,8.23,0.00,1232.46,1848.69
NCL2014-473,8.33,0.00,1233.80,1850.70
NCL2014-473,8.43,0.00,1235.14,1852.71
NCL2014-473,8.53,0.00,1236.48,1854.72
NCL2014-473,8.63,0.00,1237.82,1856.73
NCL2014-473,8.72,0.00,1239.16,1858.74
NCL2014-473,8.82,0.00,1240.50,1860.75
NCL2014-473,8.92,0.00,1241.84,1862.76
NCL2014-473,9.02,0.00,1243.18,1864.76
