contract,MP,GM1,GM2,GM1%,GM2%,SPC_A,SPC_B,SPC_C,SPC_D,
NCL2015-0008,77370.72,7039.45,5335.74,0.0910,0.0690,506.90,533.57,480.22,533.57,
NCL2015-0008,77467.80,7136.53,5432.82,0.0921,0.0701,516.12,543.28,488.95,543.28,
NCL2015-0008,77564.87,7233.60,5529.89,0.0933,0.0713,525.34,552.99,497.69,552.99,
NCL2015-0008,77661.95,7330.68,5626.97,0.0944,0.0725,534.56,562.70,506.43,562.70,
NCL2015-0008,77759.03,7427.76,5724.05,0.0955,0.0736,543.78,572.40,515.16,572.40,
NCL2015-0008,77856.11,7524.84,5821.13,0.0967,0.0748,553.01,582.11,523.90,582.11,
NCL2015-0008,77953.18,7621.91,5918.20,0.0978,0.0759,562.23,591.82,532.64,591.82,
NCL2015-0008,78050.26,7718.99,6015.28,0.0989,0.0771,571.45,601.53,541.38,601.53,
NCL2015-0008,78147.34,7816.07,6112.36,0.1000,0.0782,580.67,611.24,550.11,611.24,
NCL2015-0008,78244.42,7913.15,6209.44,0.1011,0.0794,589.90,620.94,558.85,620.94,
NCL2015-0008,78341.49,8010.22,6306.51,0.1022,0.0805,693.72,725.25,662.18,725.25,
NCL2015-0008,78438.57,8107.30,6403.59,0.1034,0.0816,704.40,736.41,672.38,736.41,
NCL2015-0008,78535.65,8204.38,6500.67,0.1045,0.0828,715.07,747.58,682.57,747.58,
NCL2015-0008,78632.73,8301.46,6597.75,0.1056,0.0839,725.75,758.74,692.76,758.74,
NCL2015-0008,78729.80,8398.53,6694.82,0.1067,0.0850,736.43,769.90,702.96,769.90,
NCL2015-0008,78826.88,8495.61,6791.90,0.1078,0.0862,747.11,781.07,713.15,781.07,
NCL2015-0008,78923.96,8592.69,6888.98,0.1089,0.0873,757.79,792.23,723.34,792.23,
NCL2015-0008,79021.04,8689.77,6986.06,0.1100,0.0884,768.47,803.40,733.54,803.40,
NCL2015-0008,79118.11,8786.84,7083.13,0.1111,0.0895,779.14,814.56,743.73,814.56,
NCL2015-0008,79215.19,8883.92,7180.21,0.1121,0.0906,789.82,825.72,753.92,825.72,
NCL2015-0008,79312.27,8981.00,7277.29,0.1132,0.0918,800.50,836.89,764.12,836.89,
NCL2015-0008,79409.35,9078.08,7374.37,0.1143,0.0929,811.18,848.05,774.31,848.05,
NCL2015-0008,79506.42,9175.15,7471.44,0.1154,0.0940,821.86,859.22,784.50,859.22,
NCL2015-0008,79603.50,9272.23,7568.52,0.1165,0.0951,832.54,870.38,794.69,870.38,
NCL2015-0008,79700.58,9369.31,7665.60,0.1176,0.0962,843.22,881.54,804.89,881.54,
NCL2015-0008,79797.66,9466.39,7762.68,0.1186,0.0973,853.89,892.71,815.08,892.71,
NCL2015-0008,79894.73,9563.46,7859.75,0.1197,0.0984,864.57,903.87,825.27,903.87,
NCL2015-0008,79991.81,9660.54,7956.83,0.1208,0.0995,875.25,915.04,835.47,915.04,
NCL2015-0008,80088.89,9757.62,8053.91,0.1218,0.1006,1047.01,1127.55,966.47,1047.01,
NCL2015-0008,80185.97,9854.70,8150.99,0.1229,0.1017,1059.63,1141.14,978.12,1059.63,
NCL2015-0008,80283.04,9951.77,8248.06,0.1240,0.1027,1072.25,1154.73,989.77,1072.25,
NCL2015-0008,80380.12,10048.85,8345.14,0.1250,0.1038,1084.87,1168.32,1001.42,1084.87,
NCL2015-0008,80477.20,10145.93,8442.22,0.1261,0.1049,1097.49,1181.91,1013.07,1097.49,
NCL2015-0008,80574.28,10243.01,8539.30,0.1271,0.1060,1110.11,1195.50,1024.72,1110.11,
NCL2015-0008,80671.35,10340.08,8636.37,0.1282,0.1071,1122.73,1209.09,1036.36,1122.73,
NCL2015-0008,80768.43,10437.16,8733.45,0.1292,0.1081,1135.35,1222.68,1048.01,1135.35,
NCL2015-0008,80865.51,10534.24,8830.53,0.1303,0.1092,1147.97,1236.27,1059.66,1147.97,
NCL2015-0008,80962.58,10631.31,8927.60,0.1313,0.1103,1160.59,1249.86,1071.31,1160.59,
NCL2015-0008,81059.66,10728.39,9024.68,0.1324,0.1113,1173.21,1263.46,1082.96,1173.21,
NCL2015-0008,81156.74,10825.47,9121.76,0.1334,0.1124,1185.83,1277.05,1094.61,1185.83,
NCL2015-0008,81253.82,10922.55,9218.84,0.1344,0.1135,1198.45,1290.64,1106.26,1198.45,
NCL2015-0008,81350.89,11019.62,9315.91,0.1355,0.1145,1211.07,1304.23,1117.91,1211.07,
NCL2015-0008,81447.97,11116.70,9412.99,0.1365,0.1156,1223.69,1317.82,1129.56,1223.69,
NCL2015-0008,81545.05,11213.78,9510.07,0.1375,0.1166,1236.31,1331.41,1141.21,1236.31,
NCL2015-0008,81642.13,11310.86,9607.15,0.1385,0.1177,1248.93,1345.00,1152.86,1248.93,
NCL2015-0008,81739.20,11407.93,9704.22,0.1396,0.1187,1261.55,1358.59,1164.51,1261.55,
NCL2015-0008,81836.28,11505.01,9801.30,0.1406,0.1198,1274.17,1372.18,1176.16,1274.17,
NCL2015-0008,81933.36,11602.09,9898.38,0.1416,0.1208,1286.79,1385.77,1187.81,1286.79,
NCL2015-0008,82030.44,11699.17,9995.46,0.1426,0.1219,1299.41,1399.36,1199.45,1299.41,
NCL2015-0008,82127.51,11796.24,10092.53,0.1436,0.1229,1312.03,1412.95,1211.10,1312.03,
NCL2015-0008,82224.59,11893.32,10189.61,0.1446,0.1239,1324.65,1426.55,1222.75,1324.65,
NCL2015-0008,82321.67,11990.40,10286.69,0.1457,0.1250,1337.27,1440.14,1234.40,1337.27,
NCL2015-0008,82418.75,12087.48,10383.77,0.1467,0.1260,1349.89,1453.73,1246.05,1349.89,
NCL2015-0008,82515.82,12184.55,10480.84,0.1477,0.1270,1362.51,1467.32,1257.70,1362.51,
NCL2015-0008,82612.90,12281.63,10577.92,0.1487,0.1280,1375.13,1480.91,1269.35,1375.13,
NCL2015-0008,82709.98,12378.71,10675.00,0.1497,0.1291,1387.75,1494.50,1281.00,1387.75,
NCL2015-0008,82807.06,12475.79,10772.08,0.1507,0.1301,1400.37,1508.09,1292.65,1400.37,
NCL2015-0008,82904.13,12572.86,10869.15,0.1517,0.1311,1412.99,1521.68,1304.30,1412.99,
NCL2015-0008,83001.21,12669.94,10966.23,0.1526,0.1321,1425.61,1535.27,1315.95,1425.61,
NCL2015-0008,83098.29,12767.02,11063.31,0.1536,0.1331,1438.23,1548.86,1327.60,1438.23,
NCL2015-0008,83195.37,12864.10,11160.39,0.1546,0.1341,1450.85,1562.45,1339.25,1450.85,
NCL2015-0008,83292.44,12961.17,11257.46,0.1556,0.1352,1463.47,1576.04,1350.90,1463.47,
NCL2015-0008,83389.52,13058.25,11354.54,0.1566,0.1362,1476.09,1589.64,1362.54,1476.09,
NCL2015-0008,83486.60,13155.33,11451.62,0.1576,0.1372,1488.71,1603.23,1374.19,1488.71,
NCL2015-0008,83583.68,13252.41,11548.70,0.1586,0.1382,1501.33,1616.82,1385.84,1501.33,
NCL2015-0008,83680.75,13349.48,11645.77,0.1595,0.1392,1513.95,1630.41,1397.49,1513.95,
NCL2015-0008,83777.83,13446.56,11742.85,0.1605,0.1402,1526.57,1644.00,1409.14,1526.57,
NCL2015-0008,83874.91,13543.64,11839.93,0.1615,0.1412,1539.19,1657.59,1420.79,1539.19,
NCL2015-0008,83971.99,13640.72,11937.01,0.1624,0.1422,1551.81,1671.18,1432.44,1551.81,
NCL2015-0008,84069.06,13737.79,12034.08,0.1634,0.1431,1564.43,1684.77,1444.09,1564.43,
NCL2015-0008,84166.14,13834.87,12131.16,0.1644,0.1441,1577.05,1698.36,1455.74,1577.05,
NCL2015-0008,84263.22,13931.95,12228.24,0.1653,0.1451,1589.67,1711.95,1467.39,1589.67,
NCL2015-0008,84360.30,14029.03,12325.32,0.1663,0.1461,1602.29,1725.54,1479.04,1602.29,
NCL2015-0008,84457.37,14126.10,12422.39,0.1673,0.1471,1614.91,1739.13,1490.69,1614.91,
NCL2015-0008,84554.45,14223.18,12519.47,0.1682,0.1481,1627.53,1752.73,1502.34,1627.53,
NCL2015-0008,84651.53,14320.26,12616.55,0.1692,0.1490,1640.15,1766.32,1513.99,1640.15,
NCL2015-0008,84748.61,14417.34,12713.63,0.1701,0.1500,1907.04,2097.75,1907.04,1907.04,
NCL2015-0008,84845.68,14514.41,12810.70,0.1711,0.1510,1921.61,2113.77,1921.61,1921.61,
NCL2015-0008,84942.76,14611.49,12907.78,0.1720,0.1520,1936.17,2129.78,1936.17,1936.17,
NCL2015-0008,85039.84,14708.57,13004.86,0.1730,0.1529,1950.73,2145.80,1950.73,1950.73,
NCL2015-0008,85136.91,14805.64,13101.93,0.1739,0.1539,1965.29,2161.82,1965.29,1965.29,
NCL2015-0008,85233.99,14902.72,13199.01,0.1748,0.1549,1979.85,2177.84,1979.85,1979.85,
NCL2015-0008,85331.07,14999.80,13296.09,0.1758,0.1558,1994.41,2193.85,1994.41,1994.41,
NCL2015-0008,85428.15,15096.88,13393.17,0.1767,0.1568,2008.98,2209.87,2008.98,2008.98,
NCL2015-0008,85525.22,15193.95,13490.24,0.1777,0.1577,2023.54,2225.89,2023.54,2023.54,
NCL2015-0008,85622.30,15291.03,13587.32,0.1786,0.1587,2038.10,2241.91,2038.10,2038.10,
NCL2015-0008,85719.38,15388.11,13684.40,0.1795,0.1596,2052.66,2257.93,2052.66,2052.66,
NCL2015-0008,85816.46,15485.19,13781.48,0.1804,0.1606,2067.22,2273.94,2067.22,2067.22,
NCL2015-0008,85913.53,15582.26,13878.55,0.1814,0.1615,2081.78,2289.96,2081.78,2081.78,
NCL2015-0008,86010.61,15679.34,13975.63,0.1823,0.1625,2096.34,2305.98,2096.34,2096.34,
NCL2015-0008,86107.69,15776.42,14072.71,0.1832,0.1634,2110.91,2322.00,2110.91,2110.91,
NCL2015-0008,86204.77,15873.50,14169.79,0.1841,0.1644,2125.47,2338.01,2125.47,2125.47,
NCL2015-0008,86301.84,15970.57,14266.86,0.1851,0.1653,2140.03,2354.03,2140.03,2140.03,
NCL2015-0008,86398.92,16067.65,14363.94,0.1860,0.1663,2154.59,2370.05,2154.59,2154.59,
NCL2015-0008,86496.00,16164.73,14461.02,0.1869,0.1672,2169.15,2386.07,2169.15,2169.15,
NCL2015-0008,86593.08,16261.81,14558.10,0.1878,0.1681,2183.71,2402.09,2183.71,2183.71,
NCL2015-0008,86690.15,16358.88,14655.17,0.1887,0.1691,2198.28,2418.10,2198.28,2198.28,
NCL2015-0008,86787.23,16455.96,14752.25,0.1896,0.1700,2212.84,2434.12,2212.84,2212.84,
NCL2015-0008,86884.31,16553.04,14849.33,0.1905,0.1709,2227.40,2450.14,2227.40,2227.40,
NCL2015-0008,86981.39,16650.12,14946.41,0.1914,0.1718,2241.96,2466.16,2241.96,2241.96,
NCL2015-0008,87078.46,16747.19,15043.48,0.1923,0.1728,2256.52,2482.17,2256.52,2256.52,
NCL2015-0008,87175.54,16844.27,15140.56,0.1932,0.1737,2271.08,2498.19,2271.08,2271.08,
NCL2015-0008,87272.62,16941.35,15237.64,0.1941,0.1746,2285.65,2514.21,2285.65,2285.65,
NCL2015-0008,87369.70,17038.43,15334.72,0.1950,0.1755,2300.21,2530.23,2300.21,2300.21,
NCL2015-0008,87466.77,17135.50,15431.79,0.1959,0.1764,2314.77,2546.25,2314.77,2314.77,
NCL2015-0008,87563.85,17232.58,15528.87,0.1968,0.1773,2329.33,2562.26,2329.33,2329.33,
NCL2015-0008,87660.93,17329.66,15625.95,0.1977,0.1783,2343.89,2578.28,2343.89,2343.89,
NCL2015-0008,87758.01,17426.74,15723.03,0.1986,0.1792,2358.45,2594.30,2358.45,2358.45,
NCL2015-0008,87855.08,17523.81,15820.10,0.1995,0.1801,2373.02,2610.32,2373.02,2373.02,
NCL2015-0008,87952.16,17620.89,15917.18,0.2003,0.1810,2387.58,2626.33,2387.58,2387.58,
NCL2015-0008,88049.24,17717.97,16014.26,0.2012,0.1819,2402.14,2642.35,2402.14,2402.14,
NCL2015-0008,88146.32,17815.05,16111.34,0.2021,0.1828,2416.70,2658.37,2416.70,2416.70,
NCL2015-0008,88243.39,17912.12,16208.41,0.2030,0.1837,2431.26,2674.39,2431.26,2431.26,
NCL2015-0008,88340.47,18009.20,16305.49,0.2039,0.1846,2445.82,2690.41,2445.82,2445.82,
NCL2015-0008,88437.55,18106.28,16402.57,0.2047,0.1855,2460.39,2706.42,2460.39,2460.39,
NCL2015-0008,88534.63,18203.36,16499.65,0.2056,0.1864,2474.95,2722.44,2474.95,2474.95,
NCL2015-0008,88631.70,18300.43,16596.72,0.2065,0.1873,2489.51,2738.46,2489.51,2489.51,
NCL2015-0008,88728.78,18397.51,16693.80,0.2073,0.1881,2504.07,2754.48,2504.07,2504.07,
NCL2015-0008,88825.86,18494.59,16790.88,0.2082,0.1890,2518.63,2770.49,2518.63,2518.63,
NCL2015-0008,88922.94,18591.67,16887.96,0.2091,0.1899,2533.19,2786.51,2533.19,2533.19,
NCL2015-0008,89020.01,18688.74,16985.03,0.2099,0.1908,2547.75,2802.53,2547.75,2547.75,
NCL2015-0008,89117.09,18785.82,17082.11,0.2108,0.1917,2562.32,2818.55,2562.32,2562.32,
NCL2015-0008,89214.17,18882.90,17179.19,0.2117,0.1926,2576.88,2834.57,2576.88,2576.88,
NCL2015-0008,89311.24,18979.97,17276.26,0.2125,0.1934,2591.44,2850.58,2591.44,2591.44,
NCL2015-0008,89408.32,19077.05,17373.34,0.2134,0.1943,2606.00,2866.60,2606.00,2606.00,
NCL2015-0008,89505.40,19174.13,17470.42,0.2142,0.1952,2620.56,2882.62,2620.56,2620.56,
NCL2015-0008,89602.48,19271.21,17567.50,0.2151,0.1961,2635.12,2898.64,2635.12,2635.12,
NCL2015-0008,89699.55,19368.28,17664.57,0.2159,0.1969,2649.69,2914.65,2649.69,2649.69,
NCL2015-0008,89796.63,19465.36,17761.65,0.2168,0.1978,2664.25,2930.67,2664.25,2664.25,
NCL2015-0008,89893.71,19562.44,17858.73,0.2176,0.1987,2678.81,2946.69,2678.81,2678.81,
NCL2015-0008,89990.79,19659.52,17955.81,0.2185,0.1995,2693.37,2962.71,2693.37,2693.37,
NCL2015-0008,90087.86,19756.59,18052.88,0.2193,0.2004,3610.58,3610.58,3610.58,3610.58,
NCL2015-0008,90184.94,19853.67,18149.96,0.2201,0.2013,3629.99,3629.99,3629.99,3629.99,
NCL2015-0008,90282.02,19950.75,18247.04,0.2210,0.2021,3649.41,3649.41,3649.41,3649.41,
NCL2015-0008,90379.10,20047.83,18344.12,0.2218,0.2030,3668.82,3668.82,3668.82,3668.82,
NCL2015-0008,90476.17,20144.90,18441.19,0.2227,0.2038,3688.24,3688.24,3688.24,3688.24,
NCL2015-0008,90573.25,20241.98,18538.27,0.2235,0.2047,3707.65,3707.65,3707.65,3707.65,
NCL2015-0008,90670.33,20339.06,18635.35,0.2243,0.2055,3727.07,3727.07,3727.07,3727.07,
NCL2015-0008,90767.41,20436.14,18732.43,0.2251,0.2064,3746.49,3746.49,3746.49,3746.49,
NCL2015-0008,90864.48,20533.21,18829.50,0.2260,0.2072,3765.90,3765.90,3765.90,3765.90,
NCL2015-0008,90961.56,20630.29,18926.58,0.2268,0.2081,3785.32,3785.32,3785.32,3785.32,
NCL2015-0008,91058.64,20727.37,19023.66,0.2276,0.2089,3804.73,3804.73,3804.73,3804.73,
NCL2015-0008,91155.72,20824.45,19120.74,0.2284,0.2098,3824.15,3824.15,3824.15,3824.15,
NCL2015-0008,91252.79,20921.52,19217.81,0.2293,0.2106,3843.56,3843.56,3843.56,3843.56,
NCL2015-0008,91349.87,21018.60,19314.89,0.2301,0.2114,3862.98,3862.98,3862.98,3862.98,
NCL2015-0008,91446.95,21115.68,19411.97,0.2309,0.2123,3882.39,3882.39,3882.39,3882.39,
NCL2015-0008,91544.03,21212.76,19509.05,0.2317,0.2131,3901.81,3901.81,3901.81,3901.81,
NCL2015-0008,91641.10,21309.83,19606.12,0.2325,0.2139,3921.22,3921.22,3921.22,3921.22,
NCL2015-0008,91738.18,21406.91,19703.20,0.2333,0.2148,3940.64,3940.64,3940.64,3940.64,
NCL2015-0008,91835.26,21503.99,19800.28,0.2342,0.2156,3960.06,3960.06,3960.06,3960.06,
NCL2015-0008,91932.34,21601.07,19897.36,0.2350,0.2164,3979.47,3979.47,3979.47,3979.47,
NCL2015-0008,92029.41,21698.14,19994.43,0.2358,0.2173,3998.89,3998.89,3998.89,3998.89,
NCL2015-0008,92126.49,21795.22,20091.51,0.2366,0.2181,4018.30,4018.30,4018.30,4018.30,
NCL2015-0008,92223.57,21892.30,20188.59,0.2374,0.2189,4037.72,4037.72,4037.72,4037.72,
NCL2015-0008,92320.65,21989.38,20285.67,0.2382,0.2197,4057.13,4057.13,4057.13,4057.13,
NCL2015-0008,92417.72,22086.45,20382.74,0.2390,0.2206,4076.55,4076.55,4076.55,4076.55,
NCL2015-0008,92514.80,22183.53,20479.82,0.2398,0.2214,4095.96,4095.96,4095.96,4095.96,
NCL2015-0008,92611.88,22280.61,20576.90,0.2406,0.2222,4115.38,4115.38,4115.38,4115.38,
NCL2015-0008,92708.96,22377.69,20673.98,0.2414,0.2230,4134.80,4134.80,4134.80,4134.80,
NCL2015-0008,92806.03,22474.76,20771.05,0.2422,0.2238,4154.21,4154.21,4154.21,4154.21,
NCL2015-0008,92903.11,22571.84,20868.13,0.2430,0.2246,4173.63,4173.63,4173.63,4173.63,
NCL2015-0008,93000.19,22668.92,20965.21,0.2438,0.2254,4193.04,4193.04,4193.04,4193.04,
NCL2015-0008,93097.26,22765.99,21062.28,0.2445,0.2262,4212.46,4212.46,4212.46,4212.46,
NCL2015-0008,93194.34,22863.07,21159.36,0.2453,0.2270,4231.87,4231.87,4231.87,4231.87,
NCL2015-0008,93291.42,22960.15,21256.44,0.2461,0.2278,4251.29,4251.29,4251.29,4251.29,
NCL2015-0008,93388.50,23057.23,21353.52,0.2469,0.2287,4270.70,4270.70,4270.70,4270.70,
NCL2015-0008,93485.57,23154.30,21450.59,0.2477,0.2295,4290.12,4290.12,4290.12,4290.12,
NCL2015-0008,93582.65,23251.38,21547.67,0.2485,0.2303,4309.53,4309.53,4309.53,4309.53,
NCL2015-0008,93679.73,23348.46,21644.75,0.2492,0.2311,4328.95,4328.95,4328.95,4328.95,
NCL2015-0008,93776.81,23445.54,21741.83,0.2500,0.2318,4348.37,4348.37,4348.37,4348.37,
NCL2015-0008,93873.88,23542.61,21838.90,0.2508,0.2326,4367.78,4367.78,4367.78,4367.78,
NCL2015-0008,93970.96,23639.69,21935.98,0.2516,0.2334,4387.20,4387.20,4387.20,4387.20,
NCL2015-0008,94068.04,23736.77,22033.06,0.2523,0.2342,4406.61,4406.61,4406.61,4406.61,
NCL2015-0008,94165.12,23833.85,22130.14,0.2531,0.2350,4426.03,4426.03,4426.03,4426.03,
NCL2015-0008,94262.19,23930.92,22227.21,0.2539,0.2358,4445.44,4445.44,4445.44,4445.44,
NCL2015-0008,94359.27,24028.00,22324.29,0.2546,0.2366,4464.86,4464.86,4464.86,4464.86,
NCL2015-0008,94456.35,24125.08,22421.37,0.2554,0.2374,4484.27,4484.27,4484.27,4484.27,
NCL2015-0008,94553.43,24222.16,22518.45,0.2562,0.2382,4503.69,4503.69,4503.69,4503.69,
NCL2015-0008,94650.50,24319.23,22615.52,0.2569,0.2389,4523.10,4523.10,4523.10,4523.10,
NCL2015-0008,94747.58,24416.31,22712.60,0.2577,0.2397,4542.52,4542.52,4542.52,4542.52,
NCL2015-0008,94844.66,24513.39,22809.68,0.2585,0.2405,4561.94,4561.94,4561.94,4561.94,
NCL2015-0008,94941.74,24610.47,22906.76,0.2592,0.2413,4581.35,4581.35,4581.35,4581.35,
NCL2015-0008,95038.81,24707.54,23003.83,0.2600,0.2420,4600.77,4600.77,4600.77,4600.77,
NCL2015-0008,95135.89,24804.62,23100.91,0.2607,0.2428,4620.18,4620.18,4620.18,4620.18,
NCL2015-0008,95232.97,24901.70,23197.99,0.2615,0.2436,4639.60,4639.60,4639.60,4639.60,
NCL2015-0008,95330.05,24998.78,23295.07,0.2622,0.2444,4659.01,4659.01,4659.01,4659.01,
NCL2015-0008,95427.12,25095.85,23392.14,0.2630,0.2451,4678.43,4678.43,4678.43,4678.43,
NCL2015-0008,95524.20,25192.93,23489.22,0.2637,0.2459,4697.84,4697.84,4697.84,4697.84,
NCL2015-0008,95621.28,25290.01,23586.30,0.2645,0.2467,4717.26,4717.26,4717.26,4717.26,
NCL2015-0008,95718.36,25387.09,23683.38,0.2652,0.2474,4736.68,4736.68,4736.68,4736.68,
NCL2015-0008,95815.43,25484.16,23780.45,0.2660,0.2482,4756.09,4756.09,4756.09,4756.09,
NCL2015-0008,95912.51,25581.24,23877.53,0.2667,0.2490,4775.51,4775.51,4775.51,4775.51,
NCL2015-0008,96009.59,25678.32,23974.61,0.2675,0.2497,4794.92,4794.92,4794.92,4794.92,
NCL2015-0008,96106.67,25775.40,24071.69,0.2682,0.2505,4814.34,4814.34,4814.34,4814.34,
NCL2015-0008,96203.74,25872.47,24168.76,0.2689,0.2512,4833.75,4833.75,4833.75,4833.75,
NCL2015-0008,96300.82,25969.55,24265.84,0.2697,0.2520,4853.17,4853.17,4853.17,4853.17,
NCL2015-0008,96397.90,26066.63,24362.92,0.2704,0.2527,4872.58,4872.58,4872.58,4872.58,
NCL2015-0008,96494.98,26163.71,24460.00,0.2711,0.2535,4892.00,4892.00,4892.00,4892.00,
NCL2015-0008,96592.05,26260.78,24557.07,0.2719,0.2542,4911.41,4911.41,4911.41,4911.41,
NCL2015-0008,96689.13,26357.86,24654.15,0.2726,0.2550,4930.83,4930.83,4930.83,4930.83,
NCL2015-0008,96786.21,26454.94,24751.23,0.2733,0.2557,4950.25,4950.25,4950.25,4950.25,
NCL2015-0008,96883.29,26552.02,24848.31,0.2741,0.2565,4969.66,4969.66,4969.66,4969.66,
NCL2015-0008,96980.36,26649.09,24945.38,0.2748,0.2572,4989.08,4989.08,4989.08,4989.08,
NCL2015-0008,97077.44,26746.17,25042.46,0.2755,0.2580,5008.49,5008.49,5008.49,5008.49,
NCL2015-0008,97174.52,26843.25,25139.54,0.2762,0.2587,5027.91,5027.91,5027.91,5027.91,
NCL2015-0008,97271.59,26940.32,25236.61,0.2770,0.2594,5047.32,5047.32,5047.32,5047.32,
NCL2015-0008,97368.67,27037.40,25333.69,0.2777,0.2602,5066.74,5066.74,5066.74,5066.74,
NCL2015-0008,97465.75,27134.48,25430.77,0.2784,0.2609,5086.15,5086.15,5086.15,5086.15,
NCL2015-0008,97562.83,27231.56,25527.85,0.2791,0.2617,5105.57,5105.57,5105.57,5105.57,
NCL2015-0008,97659.90,27328.63,25624.92,0.2798,0.2624,5124.98,5124.98,5124.98,5124.98,
NCL2015-0008,97756.98,27425.71,25722.00,0.2805,0.2631,5144.40,5144.40,5144.40,5144.40,
NCL2015-0008,97854.06,27522.79,25819.08,0.2813,0.2639,5163.82,5163.82,5163.82,5163.82,
NCL2015-0008,97951.14,27619.87,25916.16,0.2820,0.2646,5183.23,5183.23,5183.23,5183.23,
NCL2015-0008,98048.21,27716.94,26013.23,0.2827,0.2653,5202.65,5202.65,5202.65,5202.65,
NCL2015-0008,98145.29,27814.02,26110.31,0.2834,0.2660,5222.06,5222.06,5222.06,5222.06,
NCL2015-0008,98242.37,27911.10,26207.39,0.2841,0.2668,5241.48,5241.48,5241.48,5241.48,
NCL2015-0008,98339.45,28008.18,26304.47,0.2848,0.2675,5260.89,5260.89,5260.89,5260.89,
NCL2015-0008,98436.52,28105.25,26401.54,0.2855,0.2682,5280.31,5280.31,5280.31,5280.31,
NCL2015-0008,98533.60,28202.33,26498.62,0.2862,0.2689,5299.72,5299.72,5299.72,5299.72,
NCL2015-0008,98630.68,28299.41,26595.70,0.2869,0.2696,5319.14,5319.14,5319.14,5319.14,
NCL2015-0008,98727.76,28396.49,26692.78,0.2876,0.2704,5338.56,5338.56,5338.56,5338.56,
NCL2015-0008,98824.83,28493.56,26789.85,0.2883,0.2711,5357.97,5357.97,5357.97,5357.97,
NCL2015-0008,98921.91,28590.64,26886.93,0.2890,0.2718,5377.39,5377.39,5377.39,5377.39,
NCL2015-0008,99018.99,28687.72,26984.01,0.2897,0.2725,5396.80,5396.80,5396.80,5396.80,
NCL2015-0008,99116.07,28784.80,27081.09,0.2904,0.2732,5416.22,5416.22,5416.22,5416.22,
NCL2015-0008,99213.14,28881.87,27178.16,0.2911,0.2739,5435.63,5435.63,5435.63,5435.63,
NCL2015-0008,99310.22,28978.95,27275.24,0.2918,0.2746,5455.05,5455.05,5455.05,5455.05,
NCL2015-0008,99407.30,29076.03,27372.32,0.2925,0.2754,5474.46,5474.46,5474.46,5474.46,
NCL2015-0008,99504.38,29173.11,27469.40,0.2932,0.2761,5493.88,5493.88,5493.88,5493.88,
NCL2015-0008,99601.45,29270.18,27566.47,0.2939,0.2768,5513.29,5513.29,5513.29,5513.29,
NCL2015-0008,99698.53,29367.26,27663.55,0.2946,0.2775,5532.71,5532.71,5532.71,5532.71,
NCL2015-0008,99795.61,29464.34,27760.63,0.2952,0.2782,5552.13,5552.13,5552.13,5552.13,
NCL2015-0008,99892.69,29561.42,27857.71,0.2959,0.2789,5571.54,5571.54,5571.54,5571.54,
NCL2015-0008,99989.76,29658.49,27954.78,0.2966,0.2796,5590.96,5590.96,5590.96,5590.96,
NCL2015-0008,100086.84,29755.57,28051.86,0.2973,0.2803,5610.37,5610.37,5610.37,5610.37,
NCL2015-0008,100183.92,29852.65,28148.94,0.2980,0.2810,5629.79,5629.79,5629.79,5629.79,
NCL2015-0008,100281.00,29949.73,28246.02,0.2987,0.2817,5649.20,5649.20,5649.20,5649.20,
NCL2015-0008,100378.07,30046.80,28343.09,0.2993,0.2824,5668.62,5668.62,5668.62,5668.62,
NCL2015-0008,100475.15,30143.88,28440.17,0.3000,0.2831,5688.03,5688.03,5688.03,5688.03,
NCL2015-0008,100572.23,30240.96,28537.25,0.3007,0.2837,5707.45,5707.45,5707.45,5707.45,
NCL2015-0008,100669.31,30338.04,28634.33,0.3014,0.2844,5726.87,5726.87,5726.87,5726.87,
NCL2015-0008,100766.38,30435.11,28731.40,0.3020,0.2851,5746.28,5746.28,5746.28,5746.28,
NCL2015-0008,100863.46,30532.19,28828.48,0.3027,0.2858,5765.70,5765.70,5765.70,5765.70,
NCL2015-0008,100960.54,30629.27,28925.56,0.3034,0.2865,5785.11,5785.11,5785.11,5785.11,
NCL2015-0008,101057.62,30726.35,29022.64,0.3040,0.2872,5804.53,5804.53,5804.53,5804.53,
NCL2015-0008,101154.69,30823.42,29119.71,0.3047,0.2879,5823.94,5823.94,5823.94,5823.94,
NCL2015-0008,101251.77,30920.50,29216.79,0.3054,0.2886,5843.36,5843.36,5843.36,5843.36,
NCL2015-0008,101348.85,31017.58,29313.87,0.3060,0.2892,5862.77,5862.77,5862.77,5862.77,
NCL2015-0008,101445.92,31114.65,29410.94,0.3067,0.2899,5882.19,5882.19,5882.19,5882.19,
NCL2015-0008,101543.00,31211.73,29508.02,0.3074,0.2906,5901.60,5901.60,5901.60,5901.60,
NCL2015-0008,101640.08,31308.81,29605.10,0.3080,0.2913,5921.02,5921.02,5921.02,5921.02,
NCL2015-0008,101737.16,31405.89,29702.18,0.3087,0.2920,5940.44,5940.44,5940.44,5940.44,
NCL2015-0008,101834.23,31502.96,29799.25,0.3094,0.2926,5959.85,5959.85,5959.85,5959.85,
NCL2015-0008,101931.31,31600.04,29896.33,0.3100,0.2933,5979.27,5979.27,5979.27,5979.27,
NCL2015-0008,102028.39,31697.12,29993.41,0.3107,0.2940,5998.68,5998.68,5998.68,5998.68,
